text,label,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT,OBSCENE,SPAM
" So yeah, I think I heard Rania's question earlier and I guess you're asking of my opinion on Israel's government's current policies, do I stand behind them? Do I condemn condemn them this kind of a question Before the 2nd part? Sofia",0,0.16862376,0.113679886,0.33257243,0.12551199,0.1079762,0.27964896,0.13754465,0.14193825,0.28965098
" So I I will speak definitely on behalf of my own but also I will suggest that even though obviously I do not represent a majority of voices in Israel, I'm also not singular or alone",0,0.10532957,0.060651444,0.19949952,0.063678786,0.057807855,0.18877782,0.09762093,0.016413296,0.035818
" Uh yeah, I uh sadly uh I want to say happily, but that's really not the right word",0,0.114249155,0.061684474,0.09841273,0.0718577,0.12095882,0.12284043,0.15816708,0.05865919,0.04698949
" Right, So I condemn a lot of Israel's policies when and especially when it comes to the Palestinian issue, also other issues internally other Israeli policies of course and I have stopped giraffe in my profile because I think that that was something that could have been and should have been stopped by the Israeli government and I called for the end of the occupation and I call for equal rights and so all of these things can and should be implemented by the Israeli government and yet they're not and so on these and many other issues, we don't only call them out, but we go out to the streets and and we waved banners and we strike and we do everything we can within the democratic process to bring about that change that we want to see in Israel",0,0.22089407,0.1360387,0.39257824,0.16845903,0.16682184,0.30232552,0.0903104,0.04002506,0.072599605
 American patriots were criticizing that policy and they were doing that not because they hated America but because they loved it and they wanted to see a better America,0,0.24476478,0.12781571,0.40065947,0.20611423,0.13220176,0.10608433,0.0528445,0.04431158,0.011671547
" And so from that, from that point of view, I speak up against uh policies in my country",0,0.1470498,0.06316983,0.15367109,0.08308755,0.08889676,0.081921935,0.13226326,0.034493804,0.066989005
" I'll I guess uh, this conversation is very new to me as a, as a religious jew and as someone who is surrounded by friends and family who are quite right wing",0,0.13616526,0.05872973,0.35369888,0.107080474,0.057164267,0.048850533,0.050676737,0.027182424,0.024255216
" And if I, if I had to place myself on the political spectrum, I would also say that's that's where I stand on a lot of things",0,0.087711535,0.044816084,0.07845031,0.038884256,0.08806596,0.14745893,0.17001238,0.019479949,0.06374973
 So I just want to say thank you to everyone for expressing their opinions,0,0.08393201,0.037640084,0.07205069,0.051392276,0.062486667,0.14616303,0.062027007,0.01450781,0.14099722
 There's a lot of ways of thinking and ways of speaking here that are that are are new to me,0,0.055288848,0.02061005,0.064769074,0.027037097,0.035827763,0.04685969,0.031020997,0.056328274,0.11171734
" Um in terms of supporting the government, I I have to agree with the guy that there there are certain things that the the government is doing that are very problematic and I'll just share for talking about realities on the ground",0,0.111858785,0.04327818,0.08488203,0.12140652,0.062858224,0.1326526,0.074352905,0.07623034,0.20490967
" You know, I have family in incarnation one, which is which is a settlement in the West Bank",0,0.04031601,0.017432468,0.02065345,0.016089853,0.02466761,0.0572721,0.032902457,0.0151933,0.15890247
" So I spent the weekend with them and I took the bus uh to see my family, and for me it was very easy",0,0.059009664,0.03211839,0.0443419,0.021509001,0.03047019,0.17858475,0.06759606,0.02858216,0.0538803
" And they knew that when we reached the checkpoint they got up and they and they left the bus and to me that was extremely frustrating and two to here to see that and to know that they can't just go around like I can and move around like I can't, it's frustrating for me",0,0.057382457,0.018383015,0.042805783,0.028635189,0.03355367,0.051879622,0.03230028,0.036967535,0.021933338
" It's also frustrating that in the last week, because of because of Hamas, I went into a bomb shelter many times and near me in the bomb shelter there were there were babies and little kids whose parents were struggling to explain to them what was going on",0,0.2396663,0.18900329,0.24148406,0.118798055,0.111725084,0.60324913,0.13535301,0.018361596,0.022472762
 And I think it's important to remember that and I want to thank everyone for for their perspectives,0,0.062157188,0.0314572,0.08360236,0.026308937,0.043895584,0.12628384,0.052900888,0.026219489,0.3449946
" Again, loan that was really beautiful and unique because on one hand, you you uh, you voice your fear and express a need to vote for security",0,0.10578379,0.03707667,0.0461672,0.070639946,0.038482744,0.07699183,0.07002843,0.04886339,0.2575239
" I know you're new york, I think somebody is a muted if you don't mind muting",0,0.18115918,0.071615666,0.11425764,0.19011635,0.13812886,0.15171985,0.103610754,0.07125562,0.13284324
" And I suggest that if you spend more time with the salon, some of that fear might dissipate",0,0.07753665,0.031923495,0.048018172,0.04023963,0.036527097,0.13614406,0.06794704,0.23901787,0.09105583
 And you will see that perhaps the human rights and the suffering on the other side Might be more important than 100% sense of security,0,0.10022938,0.04297685,0.07395463,0.065994695,0.039506983,0.18947206,0.026401544,0.0145637775,0.095282674
 So I just want to thank all the mods and I want to thank everyone here,0,0.0930713,0.050937768,0.09266242,0.05405837,0.09078819,0.24518776,0.112714,0.25274688,0.28303778
 We ask you to be respectful to everyone in the room,0,0.12330234,0.04354159,0.0633883,0.119528756,0.07383057,0.11163627,0.05166538,0.035884354,0.1389519
 We are the dictators and that's how we keep it running smoothly,0,0.16386977,0.05635037,0.1267433,0.18669732,0.07036141,0.1642763,0.04432923,0.033432636,0.039279815
" And I'll just remind everybody, this is the room where you meet Palestinians and Israelis who show up with very different perspectives, histories, narratives and visions for the future",0,0.09759161,0.06437581,0.19127998,0.050363753,0.028607134,0.20466906,0.02899757,0.039189514,0.10490798
" People have been waiting for hours to participate in this conversation, but we would also like to focus specifically on Palestinian and Israeli narratives and specifically personal narratives and lived experiences",0,0.11510974,0.07061124,0.20490135,0.08607326,0.06481507,0.12247415,0.067837015,0.003527414,0.067640364
" So who is next in line? We would like to hear from you, please",0,0.08510077,0.030413527,0.033533253,0.065971196,0.03965747,0.075556666,0.035969734,0.016190333,0.12934916
" Uh when I was a kid, um soldiers, Israeli soldiers, it just went at our house a To check like just a random house, there's nothing but me and my uh my brother when I was like 10 or 11 years old and they told us just to go out and uh to the wall and both brought a gun into my head and now I'm not afraid, but I was like thinking um I'm a kid, I'm gonna I'm 10 years old",0,0.33174577,0.2874572,0.415643,0.21200657,0.20494653,0.6063508,0.21859105,0.084144935,0.15420197
 So I think if if if they took in orders for not doing that um it would be good and uh something like we lied to accept that Israel is uh estate is existing,0,0.25062063,0.16752318,0.4226547,0.21804354,0.12826447,0.3150202,0.11913486,0.042434767,0.016779946
" Um That's very heartbreaking to hear, and I also want to say that yeah, b we are scared",0,0.10414717,0.04352962,0.07296446,0.050908666,0.09477867,0.14130187,0.14499263,0.09386903,0.17105715
 You are being drafted to perpetuate this human rights atrocities and as you shouldn't be so levelheaded applique,0,0.3363615,0.14800003,0.12788881,0.3206142,0.15024915,0.2900001,0.057299107,0.18213925,0.03784627
" But we will take it step by step because the people of Gaza and the people of the West Bank, they need a better reality today and not in a in the utopia, beautiful world of the future",0,0.2411448,0.19828925,0.21861693,0.15167229,0.076610915,0.49447632,0.041487917,0.0111368345,0.082101814
" Anybody has anybody has some hold on Andrea finished, anybody has stuff as the state, write it down and then hopefully you can contain it in your memory",0,0.13957886,0.058008004,0.08285645,0.14277261,0.050664026,0.14617766,0.08990935,0.023244252,0.08634209
 So it went from like 8% up to like 50 maybe 30% 30 50% by late 1940s,0,0.047764376,0.016857084,0.02434128,0.016312584,0.019901467,0.08953366,0.028622936,0.16291866,0.3369378
" Um, I don't want to get the partition plan, but just look up the partition plan",0,0.038644128,0.01032365,0.021690793,0.013943352,0.01537099,0.06406562,0.02403306,0.079340495,0.080723226
" And so basically what happens is uh, on college campuses, their demonstrations and people are learning about this and passing information around",0,0.07627683,0.028042147,0.07265153,0.0372795,0.04820595,0.063829556,0.060602605,0.043496266,0.14298543
" And so now we're coming to this reckoning point and uh, I'm done speaking Cool, cool",0,0.09333954,0.053621117,0.08553293,0.046284318,0.077931106,0.16157588,0.12729993,0.036464512,0.14653964
" We actually had Sam Sam and then after Sam Sam, we have Hamid and then after Hamid, we have urine",0,0.369993,0.17880602,0.14224836,0.32440475,0.34666842,0.21258995,0.23595364,0.62968963,0.11427633
" So Sam sam, if you're here and you're ready, you can go ahead and speak",0,0.20168726,0.05943416,0.08879902,0.21590629,0.109752886,0.112648755,0.10875075,0.019460047,0.05902379
" Um, and they've lived in peace um, since forever, like before designers, colonizers can't Palestine",0,0.15130848,0.066269584,0.29931247,0.10680737,0.055221777,0.117328875,0.043125663,0.021467447,0.024463015
" Um, I would say that's comparable to the european settler to colonize America um, and estimate sleek lines",0,0.12570585,0.092092015,0.23270151,0.093056954,0.08185778,0.28790194,0.07265325,0.016146244,0.029513363
" Um So yeah, it's not like a simple thing for it's not a war",0,0.1646178,0.102220766,0.14261137,0.104075745,0.12176915,0.35796836,0.1363762,0.04155848,0.036517028
 Is a country that labels Hamas a terrorist organization and I'm not saying they are aren't,0,0.29702,0.15120156,0.42010435,0.30791607,0.10480032,0.21632026,0.05157231,0.016856479,0.046389814
 In my opinion has absolutely no right to label anyone or anything a terrorist organization,0,0.3187771,0.15206231,0.35219702,0.29341516,0.13537745,0.2658969,0.042965952,0.029444031,0.04208052
 I mean this is the same country that label nelson Mandela a terrorist available Malcolm X terrorist,0,0.35905102,0.24160814,0.4454893,0.34097078,0.15135509,0.36988154,0.062063683,0.021054944,0.043398913
 Also Hamas um like it was mentioned earlier was established in 1987,0,0.07102692,0.03436738,0.1259161,0.043221574,0.05173779,0.07729544,0.058549207,0.0340053,0.050254725
" And Palestinians have been oppressed since 1948 or even before that um when the Israeli colonizers came from europe and still the land, so that's 39 years of zero accountability",0,0.20791516,0.10694623,0.40097132,0.14454684,0.0805922,0.17293045,0.05284923,0.0065346565,0.0047702454
" Um it's either you're without prosper, you're with the president and that's why I take them out, appreciate that same, same, keep pushing",0,0.18302856,0.08514217,0.13562301,0.18383484,0.06810981,0.24502045,0.059748437,0.119899146,0.1537142
" Uh I I lived in the earth for two years, I did my masters degree there, I think I saw Palestinians and Israelis there",0,0.18106642,0.13067798,0.39226043,0.11149049,0.12857668,0.21067432,0.064429805,0.029062083,0.046526078
 And also I am like I've worked in West Bank as a voluntary worker,0,0.07759122,0.03764607,0.0810886,0.044168133,0.055805076,0.11211466,0.09029858,0.01005128,0.240031
" This thing is going on for like 74 years, first of all didn't have running water",0,0.063111395,0.022411367,0.04065728,0.0291128,0.027412789,0.0713055,0.038080312,0.09382386,0.13279706
 Second of all this school for example was 15 minutes away from their place and some of them had to go through two hours or three hours like ways to get to school because they have to go through a lot of checkpoints or whatever,0,0.09960612,0.046086583,0.0748623,0.080098,0.046917338,0.17442201,0.077432014,0.035318185,0.085294135
 Uh There are a lot of incidents happening in their camp,0,0.16176143,0.085605145,0.15025377,0.14001398,0.113403216,0.23839426,0.09469009,0.02941276,0.020365678
" Like I remember I was I walked in their camp and one of them, there was a photo of someone up there like they just put a photo of like a 14 year old kid and I just asked uh this elderly guy that what's happened to this kid and they were like yeah they were protesting and one of them like like a 14 year old kid to to Iraq at these I don't know, occupation forces or whatever and they snapped him down",0,0.1279431,0.07672827,0.14791,0.110662684,0.061780155,0.18466382,0.13876103,0.13608189,0.047194045
" I don't want like I don't want to like uh I don't want people to believe me or don't believe me, but I'm just trying to say what I saw and uh like in general uh they were like they have our story, we can always change",0,0.08719736,0.03423833,0.10349417,0.051340967,0.0719132,0.059851352,0.10489989,0.043855805,0.08025538
 And so that left a profound impact on on me tonight and that's what I wanted to share,0,0.10097252,0.03955448,0.061907712,0.047881242,0.06237111,0.12085446,0.15578616,0.044219017,0.4183236
" Um, he just is quiet, we're not saying anything and I don't care about the politics",0,0.12886707,0.06126408,0.13109805,0.102434106,0.05761382,0.19490075,0.051489104,0.04029558,0.08659921
 I just wanted to say that this is actually happening in daily basis to people,0,0.08954783,0.04055691,0.06314854,0.034117974,0.0536987,0.18923602,0.048461657,0.048742805,0.14073966
 They don't have pretty much any primitive thing you could think of like they should walk for for like hours to get some water,0,0.14186524,0.05306968,0.05747333,0.12317866,0.08304473,0.17438301,0.0903735,0.05156593,0.027158543
" Like settlers who are living in West Bank, they have access to 70% of the queen water which is there",0,0.019671122,0.0052177007,0.015912872,0.010042831,0.007630228,0.016416976,0.01442307,0.021529004,0.046843287
" And I don't know like read for yourself, educate yourself and remember not taking side is taking is taking the side of officer",0,0.24085703,0.059568524,0.11662397,0.2912921,0.06811532,0.05392478,0.035300516,0.0072900415,0.08368634
 So and it's quite clear who is the officer here? So whatever I'm done speaking who who up next coach Marine I believe,0,0.023800485,0.0076589244,0.019169973,0.013949182,0.009231303,0.016348734,0.01666891,0.13518514,0.21569978
 Um the argument by um for is that um zionists always bring to the table is obviously Hamas,0,0.18765263,0.07927326,0.3899667,0.14448436,0.07046692,0.1431987,0.053138684,0.06580353,0.0113581885
" So I wanted to just um talk about it for a second and again, what we always say, they always use Hamas as pretext",0,0.10018731,0.04298816,0.17375852,0.070029944,0.052093796,0.12984633,0.05815801,0.024799969,0.015588786
" Okay, and the thing is, Israel does not target just Hamas Children, women, innocent civilians are always the one who pay the price",0,0.27936062,0.22371246,0.44903374,0.17488742,0.08588224,0.4324371,0.13867043,0.024559217,0.03289255
" And again, Hamas is the symptom, As someone mentioned, they were founded in the 1980s after decades of genocide and of course there are the result of the occupation",0,0.15487105,0.10061102,0.2726568,0.109179884,0.050443433,0.35071287,0.029199874,0.0049300683,0.020062903
" Again, great example nelson Mandela, that is the best example possible because he was also seen as a terrorist when these people, what they're doing is called resistance and now what Andrea she just left what Andrea said, which is so problematic, the fact that they always try to use one incident or a couple incidents to um you get to that victim victimhood that they love and adore so much and always go back to they love being victims",0,0.15301837,0.08199918,0.12890606,0.15213726,0.061186813,0.18152541,0.039095376,0.015089323,0.0066135563
" So yes, those cases, those small incidents that have been one in new york new york, even though it has been proven that it was a provocation, we must know that these people, the Palestinians, they have been oppressed for so long",0,0.19139576,0.124448545,0.34833455,0.15106094,0.06527109,0.30551463,0.09308784,0.010357462,0.018462861
" That doesn't justify anything still, but at the same time only if your country doesn't commit any kind of human violation human rights, but and in the air is is going to be the challenge especially now with when things start to calm down",0,0.23968834,0.120172076,0.1873715,0.20323558,0.12968928,0.28965607,0.21639262,0.03247458,0.024897369
 Um I don't think that the the government of Israel expected this to happen,0,0.24223046,0.15282196,0.40911832,0.16200824,0.10818612,0.26184747,0.09395462,0.032584876,0.013505998
" They've been doing things like this um for years, it's not really that different, it's not substantively that different except that it was Aqsa on the 27th night of Ramadan and you know, they've all they've been consistently pushing the limits of how they interact with the Aqsa compound digging underneath it for the for several years, marching around every Ramadan",0,0.078378566,0.03274433,0.12578763,0.051543206,0.038523655,0.083345264,0.057489187,0.42631426,0.4323035
" I mean it's kind of when I saw it, I didn't think that this would happen, I was sad about it, but I was sad about it in the same way that I mean this happens every year and it gets worse and I've been, you know, there's nothing that we can do that substantively different",0,0.060534075,0.018072374,0.02379629,0.025989251,0.04133702,0.043552756,0.061356608,0.02040446,0.024783736
But the response this ime around has been changed and has everything to do with the people that have been building coalitions with Black Lives Matter,0,0.15459606,0.069195725,0.20669805,0.13514568,0.09302369,0.1278144,0.078227036,0.49760595,0.026385078
"all jews and Israelis should leave Palestine, it should be Palestinian and for Palestinians and they should all come home and live happily ever after.",1,0.60452414,0.5017958,0.80604404,0.34728315,0.21167386,0.50377727,0.06114563,0.0073702587,0.010736219
"kill all the Jews, there's nothing to do with anything.",1,0.94992846,0.91905266,0.96805567,0.70199466,0.69309914,0.986512,0.062302265,0.032263592,0.0066862428
"the jews are living under the Palestinians, whether equal rights or not.",1,0.31089434,0.20137703,0.58523935,0.19747187,0.15488425,0.21338518,0.07598553,0.010116361,0.0031693657
it's all ours and Israel should be demolished.,1,0.70978785,0.6412371,0.86229205,0.37574208,0.3019429,0.91432226,0.10495274,0.026543144,0.0044157687
Muslims across the world and spreading false narrative.,1,0.5718835,0.34950787,0.800872,0.4657952,0.23996797,0.13841413,0.076731645,0.020621894,0.013577559
Israel is this demonic nation that is suiting up to kill Palestinian Children,1,0.8355208,0.78488374,0.9047819,0.70093536,0.6638295,0.92843693,0.12656644,0.011922142,0.0035333927
"the american jews, they don't understand nuance as much whatever",1,0.50679845,0.39022604,0.74201894,0.36061287,0.25326887,0.25294784,0.10817184,0.021511478,0.018725224
they were unjust Muslims live in spain For almost 950 years.,1,0.3443516,0.17572157,0.58523935,0.289897,0.120623656,0.18269248,0.05978314,0.010797379,0.0060797646
"we're gonna bring also crusaders, mascaras to Muslims and other nations.",1,0.1520788,0.096864045,0.3652732,0.093919106,0.07783182,0.15115651,0.0687949,0.22357976,0.031005915
we were standing on a grassy area because the Palestinian area was very full of people.,1,0.31089434,0.22421345,0.4950575,0.2019942,0.14514899,0.3445818,0.12816514,0.034608487,0.010328555
a fanatic muslim regime who is neglecting destroying a country and a nation.,1,0.6750134,0.4734907,0.8422688,0.65072787,0.3129573,0.3081468,0.086825505,0.03835625,0.018256169
You are nothing but a Palestinian here. Which I thought it sounded very derogatory even at 10 years old.,1,0.46364394,0.24689585,0.6097182,0.49802837,0.16995583,0.07805654,0.12878704,0.027160257,0.014153134
we're gonna crush Israel in this war and they won't exist anymore and then and then you can come back and reclaim your homes.,1,0.73991513,0.6405091,0.6796555,0.4348033,0.23764487,0.9533248,0.17832887,0.05753644,0.012022174
"do you support Israel's right to exist? So, um that doesn't seem to me like a reasonable question.",1,0.17548801,0.08799315,0.39515775,0.12539381,0.058692846,0.13591705,0.045415673,0.0098541165,0.004676562
"I would just propose that Arabs sorry, Palestinians who are citizens of Israel uh they are second class citizens.",1,0.38054222,0.25335675,0.58523935,0.23768748,0.14114073,0.21242213,0.068341784,0.017018344,0.0029121286
"Israel is a nation for jews only, it's not a nation for all people.",1,0.65537256,0.5062537,0.862527,0.42521027,0.311199,0.28433108,0.09017238,0.055349145,0.005106781
I do not understand muslim tradition at all.,1,0.5173658,0.3053733,0.8008965,0.3745186,0.21464837,0.23592451,0.0673074,0.043585543,0.017203836
"I don't understand why the Israeli people, we can't hear you, you're cutting off.",1,0.53490317,0.3728336,0.7374048,0.29916963,0.21694024,0.73243207,0.08926813,0.033716302,0.015806975
"Israel built the wall, the Israeli settlers brought those wild pigs.",1,0.65960455,0.45411918,0.7794027,0.71331173,0.50883275,0.1819077,0.12659483,0.22729139,0.0012363254
Hamas in Palestine we can't uh we can't get rid of them,1,0.35598117,0.28218102,0.57016724,0.22319399,0.16942386,0.7484975,0.08568977,0.03366681,0.01308933
no jews or dogs allowed and jews weren't allowed to join clubs.,1,0.5876557,0.4856814,0.8008965,0.5115114,0.39033362,0.3557963,0.17841694,0.021744438,0.027684368
"when Palestinians are given freedom and more rights, that suddenly it's going to be chaos and there's gonna be a lot of violence.",1,0.44345838,0.26710337,0.69419205,0.27484694,0.18065163,0.565423,0.11117602,0.010529301,0.006191699
we want to end Israel or a kick Israel is out or any of that.,1,0.565166,0.5446617,0.73430836,0.31256324,0.2604484,0.8763936,0.1331125,0.06843675,0.01908898
"Well look how the Arabs treat each other, how they treat their women as if kind of saying.",1,0.45530412,0.28563485,0.6350989,0.32067263,0.24878061,0.17529175,0.344194,0.04010931,0.00618604
this is. a Israelis against arab issue where one is nice to women and one is not,1,0.28358853,0.18767491,0.5093724,0.140321,0.10344063,0.21752563,0.06282123,0.016113723,0.014941593
I actually noticed misogyny and sexism was when I moved to the US to attend college.,1,0.44748703,0.2633673,0.3996292,0.25224102,0.2279567,0.43654558,0.56728643,0.039945,0.02020147
"many Israelis I spoke with had no idea and no, even smart people that I know and appreciate on professional level, had no idea that the Palestinians have any merit.",1,0.26249784,0.12260931,0.44677824,0.18918216,0.08418685,0.144911,0.06930164,0.0058308714,0.00999205
"There was no Holocaust actually, even that will create this need for the Jews to move, to move to Palestine.",1,0.3148068,0.22694124,0.61613643,0.19457,0.14984831,0.26375836,0.09352596,0.05185162,0.021442117
we're not allowing Muslims to pray.,1,0.40924844,0.23800984,0.72548383,0.28300676,0.1578871,0.12894388,0.058618613,0.028382255,0.0073912935
So I just wanted to know if this kind of proposal for resettlement of Palestinian refugees for their complete human needs um to be met in Canada is an option that the Palestinians would consider.,1,0.18713966,0.10190148,0.38549736,0.13608795,0.08082311,0.09919611,0.056228045,0.014129878,0.00858384
don't link Israel to Judaism. It is miserable.,1,0.7337167,0.3852634,0.84295666,0.734651,0.4127479,0.07206381,0.040520962,0.015479453,0.042541433
Some of my best enemies are Muslims.,1,0.54342806,0.41190496,0.79927367,0.3620817,0.25731868,0.56539494,0.12535065,0.04573934,0.008136522
I mean we get a lot of hate from so many Muslims,1,0.71490085,0.5666678,0.92215836,0.5672189,0.40609363,0.37913576,0.12676874,0.09783103,0.02344094
"I will take my Palestinian brothers and sisters and tell them well I'll relocate you to Pakistan to wherever Saudi Arabia where where I could, you know and take care of you.",1,0.18831015,0.12784031,0.38191694,0.10364707,0.077240385,0.32875305,0.06536284,0.067495674,0.016632928
"it became very clear to me that obviously the Palestinian people are not quote unquote, like war hungry, right?",1,0.33509833,0.17286593,0.54505813,0.22744717,0.11622561,0.19058412,0.041328993,0.012652185,0.005359535
"I would like to terrorize to rise the Palestinians, people dominate, dominate vanquish.",1,0.69542736,0.6228412,0.8008965,0.4502476,0.36158895,0.85898983,0.26821494,0.019861076,0.0075180274
everybody sympathizes with the plot of jews in the Second World War.,1,0.6293127,0.48275173,0.82639885,0.39577532,0.3092444,0.7719777,0.14191476,0.030723833,0.018826893
in all Palestinians are supporting Hamas or supporting extreme views.,1,0.15086605,0.063808404,0.31076413,0.095771156,0.052791215,0.1745578,0.037036855,0.0049701505,0.006737714
"and I know how to deal with Palestinians and I know how to deal with the Israelis. Um for me then your future, there is no peace.",1,0.336842,0.22346772,0.5796645,0.2287588,0.09800133,0.34179327,0.051099088,0.04117324,0.02883799
"Uh, it was really just about finding the jews homeland because they weren't really wanted in europe.",1,0.375382,0.25310645,0.65590996,0.2894787,0.22268812,0.20073959,0.15442683,0.03457124,0.009481534
"Israel is a cancer movement, causing causing the jews around the world.",1,0.79989415,0.7606245,0.92215836,0.7867691,0.5925496,0.34363598,0.16644551,0.093866155,0.010583862
Palestinians are not indigenous.,1,0.53521633,0.3765341,0.7649357,0.365932,0.2061654,0.25691172,0.049188055,0.012849,0.0040955073
these villages deserve to be massacred,1,0.7204014,0.6553158,0.56631964,0.4672514,0.4119818,0.9533248,0.19174056,0.041525744,0.020748345
you know you need to disarm Israel because Israel is the danger in the Middle East,1,0.40321705,0.30696726,0.6014473,0.2858708,0.162318,0.4263081,0.06758265,0.021952147,0.021514677
"I think Palestinians are oppressed, but let's let's make Israelis feel safe",1,0.37407076,0.25377122,0.65120363,0.21889144,0.15871023,0.4324105,0.091266714,0.0075865737,0.022416195
I need to oppose the existence of Israel.,1,0.5876557,0.44154873,0.7756928,0.32175118,0.21616164,0.6815677,0.0699117,0.021205071,0.013018887
"Every child every 17 year old, every 18 year old teenager has to go to indoctrination for two years to do what to hate Palestinians.",1,0.4752912,0.28803357,0.70389545,0.402118,0.19573449,0.17569563,0.078567356,0.020531215,0.008158003
"Check Palestinians at checkpoints, that's right.",1,0.08367451,0.034831677,0.16132368,0.054734055,0.04325391,0.055891253,0.04687872,0.00895264,0.008268873
"you produce the propaganda and the fucking jewish community to manipulate your ways around things. You know what? That's bullshit. And I'm gonna say this and I'm gonna say it once the land is for the Palestinians, whether you like it or not, you are not the upper hand, you are fucking way below fucking.",1,0.94790953,0.8427054,0.92455935,0.9049964,0.9654604,0.38437268,0.56827974,0.98813224,0.007826346
"You have the whole armies of the world, We don't give a fuck. One of us will take thousands and thousands of people down, right? Because we are the owners of the land.",1,0.849571,0.61917305,0.27795157,0.6356477,0.9182112,0.2518381,0.5173371,0.99369305,0.0016573628
"deal with it because Hamas, that's what's sticking up your ass, they're gonna fuck you up",1,0.9625208,0.89362836,0.55843276,0.8410086,0.96887034,0.70321536,0.9900772,0.98990613,0.0016056865
"This sounds very fucking intelligent, idiots, fucking motherfucker. I think I can speak here. No, no, nobody fucking can talk. This is exactly the Israeli way.",1,0.9797262,0.87427866,0.8613637,0.96269983,0.98464364,0.29770404,0.51216584,0.9919571,0.008140427
"I'm sick of putting Palestinians down, you motherfucker, I wish your mom gets raped and your sister and you told her because this is and whoever does get the fuck out of the room.",1,0.9595687,0.9393468,0.8422688,0.92771775,0.9589297,0.9755639,0.97149086,0.9932133,0.0011393804
. I heard him say that he is going to go down to a one Palestinian I fucking from his people.,1,0.92595285,0.7638706,0.8360564,0.7456015,0.95419085,0.46445474,0.7407407,0.98960537,0.0132783465
I will go down to the poor borders and start shooting their fucking army down and fucking create a war because I'm sick of them saying that there's the superpowers of the world.,1,0.93232936,0.8425211,0.5138629,0.734651,0.9385333,0.9570354,0.5739506,0.9895426,0.014055772
we've been trying to say for all these years and it's not that we don't like jewish people and all this nonsense.,1,0.7167236,0.47884396,0.8517896,0.7071879,0.5026071,0.20129319,0.062202495,0.027145725,0.006503886
"I've been hearing this a lot tonight basically. Arabs are shit. Israelis have created everything. Even God was created by Israel. Yeah, this is what I wanted to get.",1,0.88824683,0.75857085,0.92455935,0.80613285,0.91128254,0.19731149,0.20688714,0.98813224,0.0047323764
"the land is for the Palestinians, whether you like it or not, you are not the upper hand, you are fucking way below fucking.",1,0.94992846,0.84296906,0.8422688,0.86535364,0.9737271,0.24722905,0.7433414,0.9832636,0.007840263
"and by the way, Israel is an ecological disaster.",1,0.5154597,0.27477273,0.68306345,0.52354467,0.18170488,0.13357873,0.06431268,0.010982842,0.009742842
it's really important to understand that the jews were fooled over here and there were brainwashed.,1,0.5973555,0.38394228,0.78824633,0.6356477,0.43788877,0.32996342,0.15262206,0.016804432,0.009865975
"I don't know. Yeah, honey, you know what? I'm very proud that I gave up my american citizenship. I'm proud that I'm back to Jordan.",1,0.11545129,0.039683525,0.16302733,0.094973125,0.057376962,0.051958308,0.057242718,0.0677436,0.062296122
Have you heard of killing Children is justified? Raping woman is justified.,1,0.7630243,0.6849164,0.681724,0.5065073,0.5596062,0.9525984,0.84141445,0.112299085,0.023289658
"I'll always be tagged as an arab and to be honest, I was sick of that.",1,0.49267098,0.2955325,0.66355443,0.4657923,0.20989153,0.2736042,0.07702268,0.058362246,0.016047109
imagine there's 100 and 20 million Egyptians. Do you know if each one spits on that country that they will drown.,1,0.40590686,0.26459655,0.4428911,0.31690633,0.19984885,0.7636749,0.12415339,0.43038255,0.02720011
We can't allow Palestinians to be thrown into a room to meet people that are so pro Israel and so brainwashed.,1,0.66539633,0.46899834,0.79022294,0.68785954,0.36604866,0.59490085,0.08707079,0.013326997,0.0036202355
I'll do nothing but dedicate them for the hatred of Israel and its existence and God is my witness,1,0.60458505,0.56187326,0.7815281,0.46801183,0.33071673,0.6948247,0.1365588,0.017202662,0.022569448
Israel and Zionism is some kind of a colonialist conspiracy,1,0.38991874,0.29724455,0.5901872,0.2531375,0.16245563,0.255063,0.06486122,0.02988532,0.005005698
I'm not sure if I call myself a Zionist because it's such a tricky thing,1,0.35545042,0.2254275,0.48806852,0.22023472,0.20267935,0.29733214,0.12558253,0.020269165,0.04072462
"I have no honor of being on the stage with Zionist, Especially with somebody in a child killer.",1,0.8099865,0.7476456,0.8300423,0.68785954,0.44052422,0.9081294,0.23616756,0.029758904,0.010522045
"you know as Muslims and Arabs always the terrorists, the bad guys.",1,0.74468315,0.6557849,0.87698615,0.68785954,0.3530187,0.26248392,0.111713916,0.010112974,0.0031939454
"it has uh to be aggressive terrorist Palestinian obviously, which it is currently being.",1,0.43763027,0.28056884,0.6403018,0.41143364,0.18599221,0.33621767,0.07039084,0.0146769425,0.0031283302
some Palestinians don't recognize the fact that um Israel already exists,1,0.3923968,0.2353125,0.6350989,0.24200475,0.14960738,0.24034022,0.09532736,0.011279266,0.0043517617
I often have the feeling that um the very existence of the State of Israel is questions and and and that people don't really accept it.,1,0.17318065,0.09762501,0.34651336,0.106941044,0.08282858,0.20990834,0.07146506,0.06802781,0.027930435
"when they see any Palestinian, they think you are Hamas and you are out to kill us and that's why we need to destroy you.",1,0.78390485,0.6801226,0.80694526,0.54725105,0.39927885,0.9533248,0.058973137,0.058875866,0.00267965
